## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.gratuito,entity.PublicoAlvo,entity.Tema,entity.Subtema,entity.Assuntos,entity.Segmentos,entity.DatasEspeciais,entity.Produtor,entity.perfilusuario,entity.familia,entity.PorteEmpresa,entity.TipoUsuario,entity.codigoCronos
10010,A arte que vem das mãos,Artigo,"As peças feitas à mão carregam consigo a energia transformadora de quem dedica tempo, conhecimento e afeto.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/13/13.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/a-arte-que-vem-das-maos,e388fafea5597810VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Empreendedorismo,EMPREENDEDOR,Pequeno negócio; Trabalho artesanal; Autoria; Artesanato,Artesanato,0,NA,,,MEI; ME,Pessoa Jurídica,88febe5b-a584-3941-a5c7-ad92526a5080
10011,A evolução da construção civil com o uso da tecnologia da informação,Artigo,Diferentes ferramentas e sistemas de TI tornam projetos e obras da construção civil mais conectados e eficientes.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/14/14.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/a-evolucao-da-construcao-civil-com-o-uso-da-tecnologia-da-informacao,845db42fc05c5810VgnVCM1000001b00320aRCRD",,,Sim,EPP; ME,Inovação,TECNOLOGIA DA INFORMAÇÃO,informação; tecnologia; TI; evolução; civil; construção,Comércio varejista de materiais de construção; Construção Civil; Indústria da construção; TIC,0,NA,,,EPP; ME,Pessoa Jurídica,a6d63a4b-40af-3890-8571-94d63810522d
10012,A gestão das redes de franquias,Artigo,"Planejamento estratégico, análise de mercado e avaliações competitivas são requisitos básicos para implantar um franchising.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/15/15.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/a-gestao-das-redes-de-franquias,457df925817b3410VgnVCM2000003c74010aRCRD",,,Sim,EPP; ME,Mercado e Vendas,FRANQUIA,franquias; franchising,Todos,0,NA,,,EPP; ME,Pessoa Jurídica,7822285b-4e9a-3473-81f1-fdf6bc957990
10013,A importância da qualificação na oficina mecânica,Artigo,A pequena oficina cresceu apoiada em cursos e atualização do pessoal sobre as tecnologias nos automóveis.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/16/16.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/a-importancia-da-qualificacao-na-oficina-mecanica,9d03438af1c92410VgnVCM100000b272010aRCRD",,,Sim,EPP; ME,Pessoas,TREINAMENTO DE PESSOAS,Qualificação; Oficina Mecânica,Serviços automotivos,0,NA,,,EPP; ME,Pessoa Jurídica,f7d92eae-f165-3b92-8737-2379d7ab2a62
10014,A importância das normas de biossegurança para manicures e podólogos,Artigo,É necessário seguir um protocolo rígido de higienização para a segurança de clientes e manicures e impedir que o salão de beleza seja um vetor de doenças.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/17/17.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/a-importancia-das-normas-de-biosseguranca-para-manicures-e-podologos,620f937e8c1a5810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Pessoas,SAÚDE OCUPACIONAL,Manicure; saude da mulher; beleza,Beleza,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,0a85eebf-2423-3758-9c58-a39c4ecf4ed8
10015,Ações promocionais para aumentar o faturamento de sua academia,Artigo,"Com as ações promocionais certas, você vai alavancar o faturamento de sua academia.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/19/19.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/acoes-promocionais-para-aumentar-o-faturamento-de-sua-academia,58b95172e4d26810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,DEMANDA DE CONSUMO,Gestão de academias; Planos mensais; Planos de fidelização; Academias,Academias e atividades físicas,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,267eb268-de92-3a32-a804-cb4b3c7761e6
10016,Adote comportamentos empreendedores e fique mais próximo do sucesso,Artigo,Saiba quais são as competências necessárias para alavancar o seu negócio,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/20/20.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/adote-comportamentos-empreendedores-e-fique-mais-proximo-do-sucesso,47e2bc9c944bd710VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,COMPORTAMENTO EMPREENDEDOR,metas; qualidade; empretec; empreeendedorismo; comportamento; sucesso,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,38882357-47a1-3886-abac-aa543a21b078
10017,Agentes de Mercado,Artigo,"Sebrae amplia em 2025 o programa MOVE+, através dos Agentes de Mercado, capacitando consultores e fortalecendo o acesso das MPEs a novos mercados.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/21/21.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/agentes-de-mercado,c6143445c97c8910VgnVCM1000001b00320aRCRD",,,Sim,MEI; ME,Mercado e Vendas,VENDA,VENDA; Agentes; Mercado,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,f8a01aa5-5808-3a27-8778-99d8ce874228
10018,Aluguel de imóveis para o seu negócio: o que é importante saber,Artigo,Saiba por onde começar na escolha do aluguel do imóvel para o seu negócio.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/22/22.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aluguel-de-imoveis-para-o-seu-negocio-o-que-e-importante-saber,cdface996aeb4810VgnVCM100000d701210aRCRD",,,Sim,MEI; EPP; ME,Planejamento,RISCOS E OPORTUNIDADES,negócio; aluguel; infraestrutura; imóveis; planejamento,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,c2e10fa5-465f-3fb4-a87e-8d939f1f1780
10019,Ampliar o uso de energia sustentável,Artigo,O Brasil está na vanguarda da utilização de energia renovável e pode avançar na produção de energia cada vez mais sustentável.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/23/23.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/ampliar-o-uso-de-energia-sustentavel,efdf437725ac5810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Organização,ENERGIAS ALTERNATIVAS,energia solar; energia nuclear; biomassa; energia geotérmica; hidrelétrica; energia sustentável; energia eólica,Energia; Serviços públicos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,2771bcae-4755-38f4-a478-c4240a2b7892
10020,Amplie seu negócio com artesanato em couro,Artigo,"Sandálias, sapatos, bolsas, carteiras e até móveis fazem do artesanato em couro uma ótima opção para o empreendedor",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/24/24.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/amplie-seu-negocio-com-artesanato-em-couro,31f8992191f76810VgnVCM1000001b00320aRCRD",,,Sim,MEI; PF,Empreendedorismo,ATITUDE EMPREENDEDORA,Artesanato; Pequeno négócio; Artesanato em couro,Artesanato,0,NA,,,MEI; PF,Pessoa Física; Pessoa Jurídica,e6df1e69-f398-3839-978e-811d2c6fd864
10021,Amplie seu negócio com o artesanato da região Sul,Artigo,"Levas de imigrantes de várias regiões da Europa e Japão, e influência indígena garantem um artesanato bastante variado na região no Sul do Brasil",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/25/25.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/amplie-seu-negocio-com-o-artesanato-da-regiao-sul,2a8ca97056854810VgnVCM100000d701210aRCRD",,,Sim,MEI; PF,Mercado e Vendas,CANAL DE DISTRIBUIÇÃO,artesanato regional; artesanato da região sul; artesanato,Artesanato,0,NA,,,MEI; PF,Pessoa Física; Pessoa Jurídica,16c02de2-c1d7-3ecd-83e1-3dabd27f4f17
10022,Apicultura no semiárido: oportunidade de negócio sustentável,Artigo,"Criação de abelhas tem grande papel na preservação ambiental e na economia, o setor gera oportunidade e renda para milhares de brasileiros.",,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/apicultura-no-semiarido-oportunidade-de-negocio-sustentavel,8c64683ad42a5810VgnVCM1000001b00320aRCRD",,,Sim,MEI,Empreendedorismo,OPORTUNIDADE DE NEGÓCIO,oportunidade de negócio; apicultura,Apicultura,0,NA,,,MEI,Pessoa Jurídica,16423065-b651-308f-b466-f560bcf33a45
10023,Aposte em um calendário promocional para lucrar mais no seu Salão,Artigo,"Planeje com antecedência as ações de marketing no seu Salão de beleza, seguindo um calendário promocional e potencialize seu faturamento.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/28/28.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aposte-em-um-calendario-promocional-para-lucrar-mais-no-seu-salao,a57bf2a0244a6810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,EMPREENDEDOR,calendário promocional,Beleza,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,a33562b7-04cb-36c3-bfcd-05471b3e3719
10024,Aprenda a identificar a energia excedente reativa para evitar multas,Artigo,Sua empresa pode estar pagando multa por mau aproveitamento de energia elétrica. Evite o pagamento por energia reativa excedente e reduza o valor da fatura.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/29/29.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aprenda-a-identificar-a-energia-excedente-reativa-para-evitar-multas,9774ec2777cb5810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Finanças,CUSTOS,,Energia; Serviços de construção; Serviços públicos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,e9f211f5-06a6-3fb7-a09e-e059dfc8a695
10025,Aprenda a transformar a arte em pedra-sabão num negócio rentável,Artigo,Inspire-se nas histórias de artesãos mineiros e piauienses e descubra como o artesanato em pedra-sabão estimula a economia das comunidades onde está inserido.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/30/30.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aprenda-a-transformar-a-arte-em-pedra-sabao-num-negocio-rentavel,032dc53a24187810VgnVCM1000001b00320aRCRD",,,Sim,MEI; PF,Empreendedorismo,IDEIA DE NEGÓCIO,,Artesanato,0,NA,,,MEI; PF,Pessoa Física; Pessoa Jurídica,cff65e44-c8b5-3c41-9011-e8a1f03ee59f
10026,Aproveite as férias de inverno para aumentar suas vendas,Artigo,"Com um bom planejamento, você pode ganhar mais dinheiro nesse período. Confira!",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/31/31.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/aproveite-as-ferias-de-inverno-para-aumentar-suas-vendas,0f788b88ba73e410VgnVCM1000003b74010aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,ESTRATÉGIA DE VENDA,gestão de estoque; oportunidade de mercado; férias de inverno; planejamento estratégico; senso de oportunidade,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,23668f8e-cd93-39b4-b04e-3ccab722d2a0
10027,Artesanato em marchetaria abre chances de negócios,Artigo,"Técnica de incrustação em madeira, a marchetaria, é rentável com a criação de produtos que vão desde decoração até acessórios de moda",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/34/34.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artesanato-em-marchetaria-abre-chances-de-negocios,25000995fcf28810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Mercado e Vendas,PRODUTO,empreendedorismo; trabalho manual; Artesanado,Artesanato,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,82a5dc58-d350-33b5-9e68-81f65d0465de
10028,Artigos para festas infantis devem obrigatoriamente ser certificados,Artigo,"Para garantir maior segurança ao consumidor, quem fabrica, importa ou vende esses produtos precisa adequá-los à norma ABNT.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/35/35.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigos-para-festas-infantis-devem-obrigatoriamente-ser-certificados,c05db7c131738510VgnVCM1000004c00210aRCRD",,,Sim,MEI; EPP; ME,Organização,CERTIFICAÇÃO,,Eventos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,e5dc4d37-74e6-323d-8d9d-62e200602c3d
10029,10 estratégias de vendas online: como turbinar seu negócio na internet,Artigo,Descubra as melhores técnicas e estratégias de vendas online para impulsionar seu negócio. Aprenda a vender na internet de forma eficaz!,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/36/36.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosEmpreendedorismo/10-estrategias-de-vendas-online-como-turbinar-seu-negocio-na-internet,3cfd2c3136b8b810VgnVCM1000001b00320aRCRD",,,Sim,Todos,Mercado e Vendas,NEGÓCIOS DIGITAIS,empreendedorismo; gestão; Vendas,Todos,0,NA,,,Todos,Pessoa Física; Pessoa Jurídica,07d801a3-1010-3bd3-8f61-f670f02c5e1b
10030,Capital de giro: aprenda o que é e como fazer,Artigo,"Tudo o que você precisa saber sobre o capital de giro: o que é, como fazer, e porque ele é tão importante para o desempenho da sua empresa",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/37/37.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosFinancas/o-que-e-e-como-funciona-o-capital-de-giro,a4c8e8da69133410VgnVCM1000003b74010aRCRD",,,Sim,MEI; EPP; ME,Finanças,CAPITAL DE GIRO,,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,27c13817-f210-3c72-9d97-8f793a918e2a
10031,O que é Planejamento Financeiro e como fazer a sua planilha de gastos,Artigo,Saiba como fazer o planejamento financeiro da sua empresa! Acesse um modelo gratuito de planilha de gastos e aprenda a fazer o controle das suas finanças.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/38/38.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosFinancas/o-que-e-planejamento-financeiro-e-como-fazer-a-sua-planilha-de-gastos,94168d2dd9b3c810VgnVCM1000001b00320aRCRD",,,Sim,MEI; EPP; ME,Finanças,CONTROLE FINANCEIRO,,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,81d528b9-5017-354b-85eb-4723ec538a17
10032,D-Olho na Qualidade: 5S para os pequenos negócios,Artigo,"Senso de Utilização, Senso de Ordenação, Senso de Limpeza, Senso de Saúde e Senso de Autodisciplina.",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/39/39.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigoshome/d-olho-na-qualidade-5s-para-os-pequenos-negocios,1985438af1c92410VgnVCM100000b272010aRCRD",,,Sim,MEI; EPP; ME,Organização,QUALIDADE,produtividade; trabalho; empresas; produção; gestão da produção,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,ecbefabf-6074-313c-a92a-103b2c470a35
10033,Parece golpe? E é mesmo! Saiba como não cair em fraudes,Artigo,Descubra o que fazer para cuidar da sua privacidade e não cair em golpes com o nome do Sebrae.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/41/41.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigoshome/parece-golpe-e-e-mesmo-saiba-como-proteger-seu-negocio-de-fraudes,1d0a95cf61f2a710VgnVCM100000d701210aRCRD",,,Sim,MEI; EPP; ME,Empreendedorismo,EMPREENDEDOR,,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,8f1ea321-ecc1-300f-8d5b-d5b6f5c37e54
10034,Planilha em Excel para auxiliar na construção do fluxo de caixa,Artigo,"Ferramenta é útil para realizar a análise financeira da empresa, que deve projetar, para períodos futuros, todas as entradas e as saídas de recursos financeiros",https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/42/42.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigoshome/planilha-ajuda-a-fazer-fluxo-de-caixa-da-sua-empresa,adf8d53342603410VgnVCM100000b272010aRCRD",,,Sim,MEI; ME,Finanças,CONTABILIDADE,,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,83cd01b8-2b17-38cb-aeec-68c616fc7ea3
10035,Acelere suas vendas pela internet com o Up Digital,Artigo,Especialistas em marketing digital para pequenos negócios ensinam na prática como alavancar seus resultados.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/43/43.jpg,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/artigosMercado/quer-acelerar-suas-vendas-pela-internet,7f01b71cd2da1710VgnVCM1000004c00210aRCRD",,,Sim,MEI; EPP; ME,Inovação,INOVAÇÃO EM NEGÓCIOS DIGITAIS,,Todos,0,NA,,,MEI; EPP; ME,Pessoa Jurídica,54b066f9-9826-32cb-a703-d698dbf45bc2
10036,As competências básicas de um empreendedor de sucesso,Artigo,Resultados não acontecem por acaso. Saiba como elaborar um plano de desenvolvimento individual das competências necessárias ao sucesso pessoal e profissional.,https://bibliotecas.sebrae.com.br/chronus/ARQUIVOS_CHRONUS/CAPAS_ARTIGOS_APP/45/45.png,0,"https://www.sebrae.com.br/sites/PortalSebrae/artigos/as-competencias-basicas-de-um-empreendedor-de-sucesso,267ee0a0fbd72810VgnVCM100000d701210aRCRD",,,Sim,MEI; ME,Empreendedorismo,COMPORTAMENTO EMPREENDEDOR,competências; Empreendedor; sucesso,Todos,0,NA,,,MEI; ME,Pessoa Jurídica,c9d74a4d-c8eb-3a1e-8136-e69fac86c6c1
